stress_axis,stress_level,seed,proposed_utility,old_v4_utility,utility_margin,proposed_success,old_v4_success,success_margin
budget_pressure,3,9,0.63567217,0.46229326,0.17337891,0.69375000,0.61250000,0.08125000
budget_pressure,4,0,0.63374032,0.40530995,0.22843037,0.69791667,0.56458333,0.13333333
budget_pressure,4,1,0.58990020,0.40696206,0.18293814,0.65833333,0.56666667,0.09166667
budget_pressure,4,2,0.61190548,0.43894207,0.17296341,0.67708333,0.59791667,0.07916667
budget_pressure,4,3,0.64191259,0.41980287,0.22210972,0.70625000,0.57708333,0.12916667
budget_pressure,4,4,0.63483546,0.42223221,0.21260325,0.69791667,0.58125000,0.11666667
budget_pressure,4,5,0.64200369,0.42802488,0.21397881,0.70208333,0.58750000,0.11458333
budget_pressure,4,6,0.61721350,0.40682355,0.21038994,0.67916667,0.56458333,0.11458333
budget_pressure,4,7,0.61850348,0.47218806,0.14631542,0.68125000,0.62708333,0.05416667
budget_pressure,4,8,0.64820643,0.43203482,0.21617161,0.71041667,0.58958333,0.12083333
budget_pressure,4,9,0.66049794,0.44081809,0.21967985,0.71875000,0.59583333,0.12291667
budget_pressure,5,0,0.58582167,0.43266117,0.15316050,0.65833333,0.59583333,0.06250000
budget_pressure,5,1,0.61397359,0.42986202,0.18411157,0.68333333,0.59375000,0.08958333
budget_pressure,5,2,0.60890082,0.39706486,0.21183596,0.67916667,0.56041667,0.11875000
budget_pressure,5,3,0.58415522,0.39089583,0.19325939,0.65625000,0.55625000,0.10000000
budget_pressure,5,4,0.59209983,0.40559103,0.18650881,0.66041667,0.57083333,0.08958333
budget_pressure,5,5,0.60308474,0.45090257,0.15218217,0.67083333,0.61041667,0.06041667
budget_pressure,5,6,0.63668127,0.42304661,0.21363467,0.70208333,0.58541667,0.11666667
budget_pressure,5,7,0.62409719,0.36377565,0.26032155,0.69166667,0.53125000,0.16041667
budget_pressure,5,8,0.60968111,0.48829184,0.12138926,0.67500000,0.64583333,0.02916667
budget_pressure,5,9,0.59141951,0.41847617,0.17294334,0.65833333,0.57916667,0.07916667
budget_pressure,6,0,0.60532947,0.42078197,0.18454750,0.68125000,0.58958333,0.09166667
budget_pressure,6,1,0.58034032,0.36898747,0.21135285,0.65625000,0.53958333,0.11666667
budget_pressure,6,2,0.62904061,0.39294394,0.23609668,0.70208333,0.56250000,0.13958333
budget_pressure,6,3,0.60137510,0.37648027,0.22489482,0.67291667,0.54791667,0.12500000
budget_pressure,6,4,0.56784734,0.38175268,0.18609466,0.64166667,0.55416667,0.08750000
budget_pressure,6,5,0.63705400,0.42064345,0.21641055,0.70625000,0.58750000,0.11875000
budget_pressure,6,6,0.59553669,0.42146460,0.17407210,0.66875000,0.58958333,0.07916667
budget_pressure,6,7,0.62551894,0.38966620,0.23585275,0.69583333,0.55833333,0.13750000
budget_pressure,6,8,0.57621280,0.39381668,0.18239612,0.64791667,0.56041667,0.08750000
budget_pressure,6,9,0.61450501,0.39074684,0.22375818,0.68541667,0.55833333,0.12708333
budget_pressure,7,0,0.57626178,0.41554825,0.16071354,0.65625000,0.58750000,0.06875000
budget_pressure,7,1,0.57377251,0.38225568,0.19151683,0.65416667,0.55625000,0.09791667
budget_pressure,7,2,0.62451726,0.39803883,0.22647843,0.70000000,0.57291667,0.12708333
budget_pressure,7,3,0.56599444,0.39047770,0.17551674,0.64375000,0.56666667,0.07708333
budget_pressure,7,4,0.56175520,0.43827100,0.12348420,0.63958333,0.60833333,0.03125000
budget_pressure,7,5,0.57810436,0.41015891,0.16794545,0.65625000,0.58333333,0.07291667
budget_pressure,7,6,0.59787142,0.34222012,0.25565130,0.67500000,0.51875000,0.15625000
budget_pressure,7,7,0.60391056,0.35015985,0.25375071,0.67708333,0.52500000,0.15208333
budget_pressure,7,8,0.66353753,0.37913700,0.28440053,0.73541667,0.55208333,0.18333333
budget_pressure,7,9,0.54625211,0.32162203,0.22463008,0.62500000,0.49791667,0.12708333
budget_pressure,8,0,0.57191961,0.37317563,0.19874398,0.65625000,0.55208333,0.10416667
budget_pressure,8,1,0.59703471,0.35779991,0.23923480,0.67916667,0.53958333,0.13958333
budget_pressure,8,2,0.58639787,0.35246441,0.23393346,0.66666667,0.53541667,0.13125000
budget_pressure,8,3,0.55322540,0.33126308,0.22196232,0.63541667,0.51250000,0.12291667
budget_pressure,8,4,0.57625145,0.39440196,0.18184950,0.65833333,0.57291667,0.08541667
budget_pressure,8,5,0.51692907,0.38763322,0.12929585,0.60416667,0.56666667,0.03750000
budget_pressure,8,6,0.52922058,0.36748325,0.16173734,0.61250000,0.54583333,0.06666667
budget_pressure,8,7,0.57550235,0.30551358,0.26998877,0.65625000,0.48750000,0.16875000
budget_pressure,8,8,0.58446061,0.38598787,0.19847273,0.66458333,0.56250000,0.10208333
budget_pressure,8,9,0.55437561,0.33500202,0.21937359,0.63750000,0.51666667,0.12083333
budget_pressure,9,0,0.53522629,0.35094549,0.18428081,0.62708333,0.53750000,0.08958333
budget_pressure,9,1,0.55429908,0.37231759,0.18198149,0.64166667,0.55833333,0.08333333
budget_pressure,9,2,0.60311975,0.33528070,0.26783905,0.68750000,0.52083333,0.16666667
budget_pressure,9,3,0.53878842,0.33413234,0.20465608,0.62708333,0.52083333,0.10625000
budget_pressure,9,4,0.51507617,0.28821518,0.22686099,0.60625000,0.47916667,0.12708333
budget_pressure,9,5,0.54072148,0.37044434,0.17027714,0.62708333,0.55416667,0.07291667
budget_pressure,9,6,0.56029565,0.30507993,0.25521572,0.64583333,0.49166667,0.15416667
budget_pressure,9,7,0.52671074,0.36577965,0.16093109,0.61458333,0.54791667,0.06666667
budget_pressure,9,8,0.55666982,0.30205743,0.25461240,0.64375000,0.48958333,0.15416667
budget_pressure,9,9,0.58000003,0.33028140,0.24971863,0.66666667,0.51666667,0.15000000
compound_shift,0,0,0.70898590,0.56778266,0.14120324,0.74375000,0.69166667,0.05208333
compound_shift,0,1,0.71347314,0.55687565,0.15659749,0.74791667,0.68125000,0.06666667
compound_shift,0,2,0.72104437,0.57944574,0.14159864,0.75416667,0.70208333,0.05208333
compound_shift,0,3,0.73789465,0.55548192,0.18241273,0.76875000,0.68125000,0.08750000
compound_shift,0,4,0.68356407,0.59695819,0.08660588,0.71875000,0.71875000,0.00000000
compound_shift,0,5,0.71529400,0.55796293,0.15733107,0.74791667,0.68125000,0.06666667
compound_shift,0,6,0.72265373,0.59875858,0.12389515,0.75625000,0.72083333,0.03541667
compound_shift,0,7,0.75634859,0.57428622,0.18206237,0.78750000,0.69791667,0.08958333
compound_shift,0,8,0.70423366,0.59959961,0.10463404,0.73958333,0.72291667,0.01666667
compound_shift,0,9,0.67571913,0.53865132,0.13706781,0.71458333,0.66250000,0.05208333
compound_shift,1,0,0.68394421,0.53529544,0.14864877,0.72708333,0.66875000,0.05833333
compound_shift,1,1,0.71666947,0.52970610,0.18696337,0.75833333,0.66458333,0.09375000
compound_shift,1,2,0.72004556,0.54564731,0.17439825,0.76041667,0.67916667,0.08125000
compound_shift,1,3,0.70371572,0.54808694,0.15562878,0.74583333,0.68333333,0.06250000
compound_shift,1,4,0.72049364,0.58312102,0.13737262,0.76041667,0.71250000,0.04791667
compound_shift,1,5,0.73727617,0.52376318,0.21351299,0.77708333,0.65833333,0.11875000
compound_shift,1,6,0.67972006,0.52459460,0.15512545,0.72291667,0.66041667,0.06250000
compound_shift,1,7,0.64986146,0.56243997,0.08742148,0.69583333,0.69583333,0.00000000
compound_shift,1,8,0.71234177,0.56685687,0.14548489,0.75625000,0.69791667,0.05833333
compound_shift,1,9,0.68737413,0.55362700,0.13374713,0.73125000,0.68333333,0.04791667
compound_shift,2,0,0.66337522,0.48809519,0.17528002,0.71666667,0.63333333,0.08333333
compound_shift,2,1,0.67235026,0.50403641,0.16831385,0.72291667,0.64791667,0.07500000
compound_shift,2,2,0.67221728,0.49757350,0.17464378,0.72291667,0.64375000,0.07916667
compound_shift,2,3,0.65721890,0.48586928,0.17134962,0.70833333,0.62916667,0.07916667
compound_shift,2,4,0.70577773,0.49995734,0.20582039,0.75416667,0.64375000,0.11041667
compound_shift,2,5,0.66763489,0.50301440,0.16462049,0.71875000,0.64791667,0.07083333
compound_shift,2,6,0.66841490,0.53195724,0.13645766,0.72083333,0.67500000,0.04583333
compound_shift,2,7,0.68022590,0.50908308,0.17114282,0.73333333,0.65416667,0.07916667
compound_shift,2,8,0.61034592,0.51201610,0.09832982,0.66875000,0.65208333,0.01666667
compound_shift,2,9,0.62788142,0.56502786,0.06285356,0.68333333,0.70416667,-0.02083333
compound_shift,3,0,0.61575242,0.49135873,0.12439369,0.67708333,0.64375000,0.03333333
compound_shift,3,1,0.64677832,0.42702936,0.21974895,0.70625000,0.58541667,0.12083333
compound_shift,3,2,0.65729526,0.40750056,0.24979470,0.71666667,0.56458333,0.15208333
compound_shift,3,3,0.63805173,0.46512050,0.17293123,0.69791667,0.61875000,0.07916667
compound_shift,3,4,0.65824501,0.47698293,0.18126208,0.71875000,0.63125000,0.08750000
compound_shift,3,5,0.66078100,0.46363873,0.19714227,0.72083333,0.61875000,0.10208333
compound_shift,3,6,0.63920750,0.46944168,0.16976582,0.70208333,0.62500000,0.07708333
compound_shift,3,7,0.61606582,0.48153336,0.13453246,0.68125000,0.63125000,0.05000000
compound_shift,3,8,0.64447336,0.51513185,0.12934151,0.70625000,0.66458333,0.04166667
compound_shift,3,9,0.65782994,0.45919192,0.19863802,0.71875000,0.61250000,0.10625000
compound_shift,4,0,0.56124725,0.43438239,0.12686486,0.63333333,0.60000000,0.03333333
compound_shift,4,1,0.61597271,0.37317538,0.24279733,0.68541667,0.54166667,0.14375000
compound_shift,4,2,0.64377163,0.42128397,0.22248766,0.71041667,0.58541667,0.12500000
compound_shift,4,3,0.61500097,0.42201822,0.19298275,0.68541667,0.58750000,0.09791667
compound_shift,4,4,0.57302430,0.43093036,0.14209394,0.64583333,0.59583333,0.05000000
compound_shift,4,5,0.60103216,0.40282855,0.19820361,0.67291667,0.57083333,0.10208333
compound_shift,4,6,0.59699960,0.44648503,0.15051457,0.67083333,0.60833333,0.06250000
compound_shift,4,7,0.64574200,0.43407698,0.21166502,0.71458333,0.59583333,0.11875000
compound_shift,4,8,0.61458590,0.39309905,0.22148685,0.68541667,0.55833333,0.12708333
compound_shift,4,9,0.62482872,0.44001193,0.18481680,0.69583333,0.60208333,0.09375000
compound_shift,5,0,0.57158100,0.36689531,0.20468568,0.65208333,0.54583333,0.10625000
compound_shift,5,1,0.57945638,0.40638066,0.17307572,0.65833333,0.57916667,0.07916667
compound_shift,5,2,0.58511074,0.38040732,0.20470342,0.66458333,0.55625000,0.10833333
compound_shift,5,3,0.54535970,0.39014128,0.15521842,0.62708333,0.56666667,0.06041667
compound_shift,5,4,0.60230080,0.40350468,0.19879612,0.68125000,0.57916667,0.10208333
compound_shift,5,5,0.59578647,0.39901905,0.19676743,0.67708333,0.57291667,0.10416667
compound_shift,5,6,0.59975207,0.40804551,0.19170656,0.67916667,0.57916667,0.10000000
compound_shift,5,7,0.57014960,0.38145474,0.18869486,0.65208333,0.55625000,0.09583333
compound_shift,5,8,0.55012167,0.34695533,0.20316634,0.63333333,0.52291667,0.11041667
compound_shift,5,9,0.58419761,0.38173153,0.20246608,0.66458333,0.55625000,0.10833333
compound_shift,6,0,0.57182248,0.31803146,0.25379102,0.65833333,0.50416667,0.15416667
compound_shift,6,1,0.58031990,0.35882712,0.22149279,0.66666667,0.54375000,0.12291667
compound_shift,6,2,0.54662833,0.38636614,0.16026219,0.63541667,0.57083333,0.06458333
compound_shift,6,3,0.53628017,0.34408871,0.19219146,0.62708333,0.53125000,0.09583333
compound_shift,6,4,0.54809117,0.36992236,0.17816881,0.63958333,0.55625000,0.08333333
compound_shift,6,5,0.54275456,0.34417827,0.19857629,0.63541667,0.52708333,0.10833333
compound_shift,6,6,0.53580810,0.33932357,0.19648452,0.62708333,0.52500000,0.10208333
compound_shift,6,7,0.54890854,0.37747767,0.17143088,0.63958333,0.56041667,0.07916667
compound_shift,6,8,0.53205104,0.38018203,0.15186902,0.62291667,0.56250000,0.06041667
compound_shift,6,9,0.57185909,0.32759825,0.24426084,0.66041667,0.51458333,0.14583333
compound_shift,7,0,0.53707587,0.31508775,0.22198812,0.63333333,0.51041667,0.12291667
compound_shift,7,1,0.49940268,0.29801694,0.20138574,0.60000000,0.49583333,0.10416667
compound_shift,7,2,0.54867697,0.32028287,0.22839410,0.64583333,0.51666667,0.12916667
compound_shift,7,3,0.51597531,0.30828076,0.20769455,0.61666667,0.50625000,0.11041667
compound_shift,7,4,0.55737699,0.30701863,0.25035836,0.65625000,0.50000000,0.15625000
compound_shift,7,5,0.51678990,0.29833010,0.21845981,0.61666667,0.49375000,0.12291667
compound_shift,7,6,0.47895691,0.26687213,0.21208478,0.58125000,0.46458333,0.11666667
compound_shift,7,7,0.52612252,0.31631479,0.20980773,0.62500000,0.51041667,0.11458333
compound_shift,7,8,0.50739208,0.29488988,0.21250220,0.60833333,0.49166667,0.11666667
compound_shift,7,9,0.51170432,0.28590580,0.22579852,0.61041667,0.48333333,0.12708333
compound_shift,8,0,0.47173808,0.22079590,0.25094218,0.58125000,0.43125000,0.15000000
compound_shift,8,1,0.44979211,0.25641564,0.19337647,0.56041667,0.46458333,0.09583333
compound_shift,8,2,0.50005630,0.26392396,0.23613234,0.60833333,0.47291667,0.13541667
compound_shift,8,3,0.44038291,0.27197030,0.16841261,0.55416667,0.47708333,0.07708333
compound_shift,8,4,0.48022277,0.29739802,0.18282475,0.58958333,0.50000000,0.08958333
compound_shift,8,5,0.52918948,0.28980459,0.23938489,0.63541667,0.49375000,0.14166667
compound_shift,8,6,0.48379146,0.24324087,0.24055060,0.59375000,0.45000000,0.14375000
compound_shift,8,7,0.51311198,0.23992518,0.27318681,0.62083333,0.44791667,0.17291667
compound_shift,8,8,0.50852169,0.28972054,0.21880115,0.61458333,0.49583333,0.11875000
compound_shift,8,9,0.49380006,0.26453959,0.22926047,0.60208333,0.47291667,0.12916667
compound_shift,9,0,0.47999397,0.22007782,0.25991615,0.59583333,0.43958333,0.15625000
compound_shift,9,1,0.49464804,0.20673362,0.28791442,0.61041667,0.42708333,0.18333333
compound_shift,9,2,0.42581598,0.25343755,0.17237843,0.54791667,0.46875000,0.07916667
compound_shift,9,3,0.44981228,0.22685388,0.22295839,0.56875000,0.44166667,0.12708333
compound_shift,9,4,0.48030190,0.22474508,0.25555683,0.59791667,0.44166667,0.15625000
compound_shift,9,5,0.47140214,0.20582510,0.26557704,0.58958333,0.42291667,0.16666667
compound_shift,9,6,0.47431922,0.22724751,0.24707171,0.59166667,0.44375000,0.14791667
compound_shift,9,7,0.46972892,0.24588400,0.22384492,0.58541667,0.46250000,0.12291667
compound_shift,9,8,0.46383203,0.24741065,0.21642138,0.58125000,0.46458333,0.11666667
compound_shift,9,9,0.44936653,0.21734650,0.23202003,0.56875000,0.43541667,0.13333333
mechanism_hiddenness,0,0,0.66168537,0.50069575,0.16098962,0.70833333,0.63750000,0.07083333
mechanism_hiddenness,0,1,0.62395907,0.49605864,0.12790043,0.67291667,0.63333333,0.03958333
mechanism_hiddenness,0,2,0.64021938,0.48358889,0.15663049,0.68750000,0.62083333,0.06666667
mechanism_hiddenness,0,3,0.66149863,0.49548678,0.16601186,0.70833333,0.63333333,0.07500000
mechanism_hiddenness,0,4,0.65296170,0.50827881,0.14468289,0.70000000,0.64375000,0.05625000
mechanism_hiddenness,0,5,0.70097858,0.52582024,0.17515834,0.74583333,0.66041667,0.08541667
mechanism_hiddenness,0,6,0.70515660,0.46469532,0.24046128,0.74791667,0.60416667,0.14375000
mechanism_hiddenness,0,7,0.63191590,0.51158591,0.12032999,0.67916667,0.65000000,0.02916667
mechanism_hiddenness,0,8,0.66943661,0.49286379,0.17657282,0.71458333,0.63125000,0.08333333
mechanism_hiddenness,0,9,0.66731185,0.52378283,0.14352902,0.71458333,0.65833333,0.05625000
mechanism_hiddenness,1,0,0.67632062,0.46269515,0.21362547,0.72500000,0.60625000,0.11875000
mechanism_hiddenness,1,1,0.63579241,0.46980364,0.16598877,0.68750000,0.61250000,0.07500000
mechanism_hiddenness,1,2,0.65599371,0.48952611,0.16646760,0.70625000,0.63125000,0.07500000
mechanism_hiddenness,1,3,0.64523114,0.47954155,0.16568960,0.69583333,0.62083333,0.07500000
mechanism_hiddenness,1,4,0.65955937,0.46644437,0.19311500,0.71041667,0.60833333,0.10208333
mechanism_hiddenness,1,5,0.66181591,0.45935208,0.20246383,0.71041667,0.60208333,0.10833333
mechanism_hiddenness,1,6,0.61528281,0.47508380,0.14019901,0.66666667,0.61875000,0.04791667
mechanism_hiddenness,1,7,0.63054719,0.45574425,0.17480293,0.68125000,0.60000000,0.08125000
mechanism_hiddenness,1,8,0.65290439,0.49779146,0.15511293,0.70416667,0.63750000,0.06666667
mechanism_hiddenness,1,9,0.63633788,0.48447817,0.15185971,0.68958333,0.62500000,0.06458333
mechanism_hiddenness,2,0,0.65031818,0.47942241,0.17089578,0.70416667,0.62500000,0.07916667
mechanism_hiddenness,2,1,0.62439862,0.46130911,0.16308951,0.67916667,0.60833333,0.07083333
mechanism_hiddenness,2,2,0.61716574,0.46353067,0.15363507,0.67291667,0.61041667,0.06250000
mechanism_hiddenness,2,3,0.68966458,0.46596833,0.22369625,0.74166667,0.61250000,0.12916667
mechanism_hiddenness,2,4,0.64893026,0.43113508,0.21779518,0.70416667,0.57916667,0.12500000
mechanism_hiddenness,2,5,0.64709340,0.49583074,0.15126266,0.70000000,0.64166667,0.05833333
mechanism_hiddenness,2,6,0.61836536,0.46283323,0.15553213,0.67291667,0.61041667,0.06250000
mechanism_hiddenness,2,7,0.63466310,0.40371844,0.23094466,0.68958333,0.55416667,0.13541667
mechanism_hiddenness,2,8,0.64418676,0.44735864,0.19682812,0.70000000,0.59375000,0.10625000
mechanism_hiddenness,2,9,0.63460787,0.44145146,0.19315641,0.69166667,0.58958333,0.10208333
mechanism_hiddenness,3,0,0.68228938,0.44644591,0.23584347,0.73750000,0.59791667,0.13958333
mechanism_hiddenness,3,1,0.63234836,0.43086240,0.20148597,0.69166667,0.58333333,0.10833333
mechanism_hiddenness,3,2,0.59487820,0.44442823,0.15044997,0.65625000,0.59583333,0.06041667
mechanism_hiddenness,3,3,0.65118018,0.46026429,0.19091590,0.71041667,0.61041667,0.10000000
mechanism_hiddenness,3,4,0.62155777,0.45871120,0.16284657,0.67916667,0.61041667,0.06875000
mechanism_hiddenness,3,5,0.57828367,0.43569418,0.14258948,0.63958333,0.58958333,0.05000000
mechanism_hiddenness,3,6,0.63806071,0.41788504,0.22017567,0.69583333,0.57291667,0.12291667
mechanism_hiddenness,3,7,0.61642551,0.50149008,0.11493543,0.67708333,0.64791667,0.02916667
mechanism_hiddenness,3,8,0.61072303,0.43549080,0.17523224,0.67291667,0.58750000,0.08541667
mechanism_hiddenness,3,9,0.59696700,0.49687288,0.10009413,0.66041667,0.64583333,0.01458333
mechanism_hiddenness,4,0,0.61571528,0.39674230,0.21897298,0.67916667,0.55625000,0.12291667
mechanism_hiddenness,4,1,0.60940398,0.43624193,0.17316205,0.67291667,0.59166667,0.08125000
mechanism_hiddenness,4,2,0.67522592,0.40927069,0.26595523,0.73541667,0.56666667,0.16875000
mechanism_hiddenness,4,3,0.61931184,0.39933534,0.21997650,0.68125000,0.55833333,0.12291667
mechanism_hiddenness,4,4,0.62174268,0.42528225,0.19646043,0.68333333,0.58333333,0.10000000
mechanism_hiddenness,4,5,0.63478142,0.43418071,0.20060071,0.69583333,0.59166667,0.10416667
mechanism_hiddenness,4,6,0.59927216,0.44952031,0.14975184,0.66458333,0.60416667,0.06041667
mechanism_hiddenness,4,7,0.52706482,0.48739660,0.03966822,0.59791667,0.63958333,-0.04166667
mechanism_hiddenness,4,8,0.63374911,0.45752771,0.17622140,0.69791667,0.61250000,0.08541667
mechanism_hiddenness,4,9,0.61694164,0.45462255,0.16231909,0.68125000,0.61041667,0.07083333
mechanism_hiddenness,5,0,0.64173482,0.41915310,0.22258173,0.70625000,0.57916667,0.12708333
mechanism_hiddenness,5,1,0.58261715,0.44782269,0.13479446,0.65208333,0.60625000,0.04583333
mechanism_hiddenness,5,2,0.62493509,0.42515097,0.19978412,0.68958333,0.58541667,0.10416667
mechanism_hiddenness,5,3,0.63849409,0.40082129,0.23767280,0.70208333,0.56458333,0.13750000
mechanism_hiddenness,5,4,0.62259960,0.47940961,0.14318999,0.68750000,0.63750000,0.05000000
mechanism_hiddenness,5,5,0.60044413,0.43688275,0.16356139,0.66875000,0.59583333,0.07291667
mechanism_hiddenness,5,6,0.57274946,0.38795933,0.18479013,0.64375000,0.55000000,0.09375000
mechanism_hiddenness,5,7,0.65495179,0.41543665,0.23951514,0.72083333,0.57708333,0.14375000
mechanism_hiddenness,5,8,0.62256489,0.41030586,0.21225903,0.68958333,0.57291667,0.11666667
mechanism_hiddenness,5,9,0.60833834,0.42195021,0.18638813,0.67500000,0.58333333,0.09166667
mechanism_hiddenness,6,0,0.61049673,0.40283398,0.20766274,0.68125000,0.56875000,0.11250000
mechanism_hiddenness,6,1,0.58888012,0.41696467,0.17191546,0.66041667,0.58125000,0.07916667
mechanism_hiddenness,6,2,0.65027397,0.43714766,0.21312631,0.71666667,0.60208333,0.11458333
mechanism_hiddenness,6,3,0.63489974,0.44643719,0.18846255,0.70208333,0.61041667,0.09166667
mechanism_hiddenness,6,4,0.58381105,0.40957873,0.17423232,0.65625000,0.57500000,0.08125000
mechanism_hiddenness,6,5,0.59840341,0.40870626,0.18969714,0.67083333,0.57291667,0.09791667
mechanism_hiddenness,6,6,0.62558233,0.40057345,0.22500888,0.69583333,0.56666667,0.12916667
mechanism_hiddenness,6,7,0.58470882,0.42634540,0.15836343,0.65833333,0.59166667,0.06666667
mechanism_hiddenness,6,8,0.62679512,0.37562399,0.25117114,0.69583333,0.54375000,0.15208333
mechanism_hiddenness,6,9,0.56850186,0.46091063,0.10759124,0.64166667,0.62500000,0.01666667
mechanism_hiddenness,7,0,0.58428818,0.40603247,0.17825570,0.66041667,0.57500000,0.08541667
mechanism_hiddenness,7,1,0.57577442,0.38444869,0.19132573,0.65000000,0.55625000,0.09375000
mechanism_hiddenness,7,2,0.57820525,0.36143167,0.21677358,0.65208333,0.53541667,0.11666667
mechanism_hiddenness,7,3,0.60785679,0.40842202,0.19943476,0.68125000,0.57916667,0.10208333
mechanism_hiddenness,7,4,0.59289848,0.42722756,0.16567092,0.66875000,0.59375000,0.07500000
mechanism_hiddenness,7,5,0.57829348,0.37903335,0.19926013,0.65625000,0.55000000,0.10625000
mechanism_hiddenness,7,6,0.57030137,0.36696953,0.20333184,0.64791667,0.53958333,0.10833333
mechanism_hiddenness,7,7,0.60678872,0.40972472,0.19706400,0.68125000,0.57916667,0.10208333
mechanism_hiddenness,7,8,0.56077131,0.40376039,0.15701091,0.63750000,0.57500000,0.06250000
mechanism_hiddenness,7,9,0.59028625,0.38503484,0.20525141,0.66458333,0.55625000,0.10833333
mechanism_hiddenness,8,0,0.60246172,0.37848803,0.22397369,0.67916667,0.55416667,0.12500000
mechanism_hiddenness,8,1,0.57373369,0.34434284,0.22939085,0.65208333,0.52291667,0.12916667
mechanism_hiddenness,8,2,0.54003413,0.38885143,0.15118270,0.62083333,0.56458333,0.05625000
mechanism_hiddenness,8,3,0.56461697,0.36858090,0.19603606,0.64583333,0.54375000,0.10208333
mechanism_hiddenness,8,4,0.59478876,0.37084705,0.22394171,0.67500000,0.54583333,0.12916667
mechanism_hiddenness,8,5,0.58128886,0.40774716,0.17354169,0.66250000,0.58125000,0.08125000
mechanism_hiddenness,8,6,0.58793000,0.36478061,0.22314939,0.66666667,0.54166667,0.12500000
mechanism_hiddenness,8,7,0.56609040,0.38667156,0.17941884,0.64583333,0.56250000,0.08333333
mechanism_hiddenness,8,8,0.59316360,0.37186185,0.22130175,0.67083333,0.55000000,0.12083333
mechanism_hiddenness,8,9,0.56184207,0.40976790,0.15207417,0.64166667,0.58541667,0.05625000
