method,task,regime,budget,split,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_causal_mechanism_recall,ci95_causal_mechanism_recall,mean_spurious_dependence_rate,ci95_spurious_dependence_rate,mean_tail_failure_rate,ci95_tail_failure_rate,mean_damage_rate,ci95_damage_rate,mean_selection_cost,ci95_selection_cost,mean_regret,ci95_regret,groups,episodes_per_cell
failure_mining_selector,peg_search_policy,operator_bias_shift,medium_budget,heldout_mechanism,0.50937500,0.02405165,0.14749190,0.02561746,0.48841262,0.00305638,0.35060553,0.00141868,0.15986960,0.00176721,0.10346865,0.00100231,0.20903304,0.00175498,0.25366792,0.00307152,10,96
failure_mining_selector,peg_search_policy,operator_bias_shift,medium_budget,heldout_object,0.57395833,0.03435963,0.23135635,0.03604744,0.49590432,0.00234643,0.33664803,0.00138490,0.15529612,0.00079560,0.09768050,0.00089296,0.20762704,0.00176785,0.24227876,0.00460207,10,96
failure_mining_selector,peg_search_policy,operator_bias_shift,small_budget,clean_budget,0.59895833,0.04274517,0.26923733,0.04569580,0.49860352,0.00155004,0.32014188,0.00201051,0.15074528,0.00254000,0.09569774,0.00142498,0.21140384,0.00087072,0.23813296,0.00595487,10,96
failure_mining_selector,peg_search_policy,operator_bias_shift,small_budget,combined_stress,0.38854167,0.02636659,0.00064139,0.02807329,0.48564462,0.00279698,0.37890478,0.00201285,0.16858997,0.00196561,0.10631725,0.00098363,0.21516264,0.00160348,0.26716283,0.00327573,10,96
failure_mining_selector,peg_search_policy,operator_bias_shift,small_budget,heldout_mechanism,0.47916667,0.03897629,0.11416962,0.04115172,0.49047032,0.00234832,0.35657148,0.00261345,0.16128736,0.00097310,0.10165185,0.00080362,0.21556864,0.00175925,0.25486715,0.00481446,10,96
failure_mining_selector,peg_search_policy,operator_bias_shift,small_budget,heldout_object,0.58541667,0.03260990,0.24016074,0.03476059,0.49318452,0.00157631,0.33611778,0.00137364,0.15568862,0.00153519,0.09860846,0.00172279,0.21383384,0.00189458,0.24190624,0.00424243,10,96
failure_mining_selector,peg_search_policy,operator_bias_shift,tiny_budget,clean_budget,0.57812500,0.02760238,0.24035647,0.03102610,0.49542702,0.00153690,0.32453388,0.00278927,0.15277958,0.00233170,0.09800505,0.00218242,0.21680584,0.00086322,0.24270372,0.00457919,10,96
failure_mining_selector,peg_search_policy,operator_bias_shift,tiny_budget,combined_stress,0.38750000,0.03895252,-0.00453212,0.04207600,0.48275652,0.00157631,0.37874158,0.00137364,0.16922182,0.00144866,0.10746658,0.00213259,0.22233024,0.00186474,0.26926392,0.00541151,10,96
failure_mining_selector,peg_search_policy,operator_bias_shift,tiny_budget,heldout_mechanism,0.44895833,0.02554577,0.07581354,0.02740239,0.48480252,0.00160258,0.35762748,0.00139616,0.16205253,0.00163885,0.10496932,0.00192573,0.22114784,0.00090075,0.26165829,0.00347653,10,96
failure_mining_selector,peg_search_policy,operator_bias_shift,tiny_budget,heldout_object,0.56041667,0.03203675,0.20649714,0.03491696,0.48834202,0.00156317,0.34028238,0.00277368,0.15608687,0.00121492,0.10153732,0.00185795,0.22068504,0.00160882,0.24774624,0.00501882,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,large_budget,clean_budget,0.62604167,0.02926389,0.29623135,0.03228413,0.49214158,0.00158944,0.31889798,0.00138490,0.15037143,0.00102644,0.09693798,0.00223279,0.20417616,0.00176785,0.23712753,0.00479391,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,large_budget,combined_stress,0.44687500,0.03529060,0.06196253,0.03799438,0.47971818,0.00305638,0.37451808,0.00141868,0.16666480,0.00254041,0.10795174,0.00097243,0.20583976,0.00134134,0.26353447,0.00416733,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,large_budget,heldout_mechanism,0.52916667,0.02786125,0.16515004,0.03174096,0.48307808,0.00165512,0.35573078,0.00237153,0.16051013,0.00236919,0.10273144,0.00219931,0.20460776,0.00134250,0.25147887,0.00511358,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,large_budget,heldout_object,0.61250000,0.02835557,0.27013777,0.03053223,0.49172058,0.00161572,0.33795728,0.00238234,0.15428594,0.00144194,0.09789607,0.00137269,0.20546016,0.00175925,0.23834491,0.00373659,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,medium_budget,clean_budget,0.66250000,0.03667430,0.33243991,0.03858365,0.48992808,0.00160258,0.32181638,0.00139616,0.14836258,0.00183883,0.09660813,0.00146424,0.20927136,0.00090075,0.23293987,0.00401498,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,medium_budget,combined_stress,0.41770833,0.03270209,0.02693178,0.03406111,0.47721628,0.00235051,0.37959048,0.00142994,0.16814255,0.00135295,0.10808591,0.00153324,0.21077016,0.00159319,0.26733347,0.00350729,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,medium_budget,heldout_mechanism,0.49791667,0.03100825,0.13168732,0.03212274,0.48475658,0.00166826,0.35598218,0.00258856,0.16185478,0.00213473,0.10279595,0.00159478,0.20872536,0.00093828,0.25411972,0.00435236,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,medium_budget,heldout_object,0.57395833,0.02204202,0.22758190,0.02368111,0.48977238,0.00234938,0.33870188,0.00277646,0.15539648,0.00080745,0.09841545,0.00084137,0.20990656,0.00159571,0.24242498,0.00341780,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,small_budget,clean_budget,0.60625000,0.03232460,0.26634408,0.03449469,0.48949168,0.00307869,0.32684513,0.00280083,0.15150197,0.00177359,0.09952411,0.00102513,0.21358136,0.00089324,0.24064598,0.00404049,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,small_budget,combined_stress,0.39062500,0.04317641,-0.00177193,0.04656925,0.47986968,0.00278371,0.38126463,0.00273512,0.16964387,0.00159965,0.10728143,0.00130905,0.21764616,0.00175498,0.26737075,0.00547055,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,small_budget,heldout_mechanism,0.50312500,0.03430567,0.13155731,0.03757710,0.48322958,0.00323921,0.36007613,0.00144120,0.16249170,0.00170063,0.10461590,0.00145564,0.21641416,0.00174650,0.25452374,0.00489062,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,small_budget,heldout_object,0.52812500,0.03992141,0.17179112,0.04217962,0.48486858,0.00161572,0.34230263,0.00140742,0.15721711,0.00156440,0.10168790,0.00191698,0.21486536,0.00090825,0.25072790,0.00443804,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,tiny_budget,clean_budget,0.57916667,0.04108211,0.23505305,0.04367613,0.49013298,0.00308620,0.33210833,0.00137364,0.15433768,0.00260676,0.09858649,0.00091537,0.21796336,0.00088573,0.24162482,0.00469321,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,tiny_budget,combined_stress,0.34687500,0.02756880,-0.05488270,0.03030032,0.47519658,0.00161572,0.38557443,0.00140742,0.17070694,0.00217012,0.10988669,0.00199477,0.22299336,0.00090825,0.27562140,0.00428211,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,tiny_budget,heldout_mechanism,0.49687500,0.02601290,0.12139880,0.02941134,0.48137958,0.00164199,0.36440453,0.00260094,0.16324328,0.00226807,0.10413901,0.00219342,0.22097336,0.00092327,0.25515762,0.00431741,10,96
failure_mining_selector,peg_search_policy,rare_contact_mechanism,tiny_budget,heldout_object,0.51979167,0.02286707,0.15885480,0.02418071,0.48524458,0.00327716,0.34493723,0.00275047,0.16003922,0.00203633,0.10261425,0.00087342,0.21909576,0.00134034,0.25115975,0.00278459,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,large_budget,clean_budget,0.71666667,0.02649801,0.53447663,0.02773603,0.61814496,0.00315551,0.24278514,0.00268968,0.09766416,0.00172253,0.06514454,0.00097798,0.17493072,0.00096080,0.16882438,0.00331633,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,large_budget,combined_stress,0.57291667,0.03162936,0.34047906,0.03477891,0.60452666,0.00174707,0.29539774,0.00202780,0.11289833,0.00186203,0.07391992,0.00201463,0.17831272,0.00098332,0.18997673,0.00503336,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,large_budget,heldout_mechanism,0.66250000,0.02906538,0.45293670,0.03193941,0.61049266,0.00177335,0.27445074,0.00268885,0.10633125,0.00216158,0.06919355,0.00208681,0.17616872,0.00099833,0.17668045,0.00452166,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,large_budget,heldout_object,0.70312500,0.03406179,0.50731673,0.03758675,0.61310816,0.00173394,0.25890174,0.00150875,0.10123044,0.00215809,0.06739317,0.00210800,0.17677872,0.00097581,0.17177858,0.00555360,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,medium_budget,clean_budget,0.70520833,0.02872073,0.51876150,0.03075399,0.61776266,0.00172080,0.24694014,0.00149749,0.09898660,0.00129211,0.06534493,0.00188577,0.17947152,0.00172571,0.16987600,0.00427075,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,medium_budget,combined_stress,0.54583333,0.03629346,0.30998208,0.03810968,0.60665736,0.00312053,0.29570374,0.00153127,0.11517886,0.00142562,0.07422496,0.00124237,0.18268872,0.00181888,0.19248111,0.00444185,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,medium_budget,heldout_mechanism,0.62916667,0.03294901,0.41138827,0.03634935,0.60980026,0.00297072,0.27713934,0.00253459,0.10887741,0.00129764,0.07205871,0.00116274,0.18133272,0.00180831,0.18215640,0.00474367,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,medium_budget,heldout_object,0.70104167,0.04061155,0.50360347,0.04491051,0.61439186,0.00312923,0.25848174,0.00202780,0.10385018,0.00211423,0.06677149,0.00178663,0.17987032,0.00179813,0.17069951,0.00612321,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,small_budget,clean_budget,0.70104167,0.02839638,0.51219998,0.02993981,0.61917846,0.00235723,0.24953844,0.00235780,0.10072913,0.00142693,0.06505265,0.00165575,0.18323912,0.00134533,0.16838584,0.00420833,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,small_budget,combined_stress,0.51145833,0.03961862,0.26840617,0.04343694,0.60415946,0.00312923,0.29854924,0.00152001,0.11720144,0.00248216,0.07626328,0.00136606,0.18742152,0.00157411,0.19800792,0.00523477,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,small_budget,heldout_mechanism,0.60000000,0.01465962,0.37610894,0.01557057,0.60732406,0.00273935,0.28000344,0.00234174,0.11075685,0.00141406,0.07320703,0.00118500,0.18687832,0.00178813,0.18606460,0.00244889,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,small_budget,heldout_object,0.67500000,0.03533650,0.47173196,0.03793746,0.61274096,0.00313796,0.26085264,0.00150875,0.10448792,0.00239379,0.06905218,0.00103139,0.18428672,0.00097581,0.17569301,0.00420846,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,tiny_budget,clean_budget,0.70104167,0.02278591,0.50695876,0.02388096,0.61446476,0.00301998,0.25096824,0.00269719,0.09954666,0.00088948,0.06746104,0.00091260,0.19176472,0.00095329,0.17209528,0.00254472,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,tiny_budget,combined_stress,0.53125000,0.02528152,0.28525905,0.02658556,0.60113486,0.00236043,0.30262744,0.00150875,0.11649106,0.00203547,0.07695542,0.00137245,0.19371072,0.00097581,0.19562630,0.00366515,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,tiny_budget,heldout_mechanism,0.60208333,0.04137420,0.37455705,0.04606845,0.60572186,0.00236392,0.28410024,0.00202945,0.11139123,0.00224562,0.07351094,0.00207866,0.19157912,0.00134882,0.18584811,0.00596898,10,96
foundation_embedding_filter,contact_grasp_policy,color_mechanism_confound,tiny_budget,heldout_object,0.65000000,0.02825740,0.44051714,0.02949927,0.60916266,0.00172080,0.26565684,0.00149749,0.10483248,0.00144988,0.07031053,0.00148462,0.19266072,0.00096830,0.17840900,0.00379991,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,large_budget,clean_budget,0.65000000,0.03031338,0.42711019,0.03311762,0.59734750,0.00169453,0.28334520,0.00147497,0.10986112,0.00075413,0.07216668,0.00216051,0.17912480,0.00173396,0.17964380,0.00493929,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,large_budget,combined_stress,0.44895833,0.03065523,0.17465422,0.03294362,0.58681900,0.00173394,0.33620500,0.00255822,0.12458704,0.00151268,0.08131166,0.00183340,0.18347200,0.00097581,0.20673369,0.00450367,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,large_budget,heldout_mechanism,0.55625000,0.02890559,0.30445669,0.03036463,0.59140600,0.00176021,0.31527660,0.00265990,0.11830221,0.00191277,0.07709661,0.00183800,0.18054000,0.00099082,0.19240134,0.00392414,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,large_budget,heldout_object,0.61979167,0.03446730,0.38435602,0.03715957,0.59624750,0.00172080,0.30043500,0.00235449,0.11381278,0.00159758,0.07300355,0.00160878,0.18002080,0.00172571,0.18331744,0.00412485,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,medium_budget,clean_budget,0.66770833,0.04008351,0.44461617,0.04234056,0.60034130,0.00235723,0.28799280,0.00257025,0.11065568,0.00200163,0.07054686,0.00119460,0.18159280,0.00158102,0.17546036,0.00453960,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,medium_budget,combined_stress,0.44166667,0.04536810,0.16129993,0.04776213,0.58532230,0.00312923,0.33820420,0.00152001,0.12826736,0.00149393,0.08250372,0.00110415,0.18577520,0.00171755,0.20957984,0.00523774,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,medium_budget,heldout_mechanism,0.51458333,0.03705123,0.25288429,0.03906312,0.58848690,0.00273935,0.31845780,0.00254044,0.12224590,0.00076033,0.07973249,0.00070448,0.18523200,0.00181359,0.19948288,0.00489907,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,medium_budget,heldout_object,0.59791667,0.03947222,0.35683601,0.04146929,0.59390380,0.00313796,0.30050760,0.00150875,0.11577259,0.00190162,0.07543699,0.00118739,0.18264040,0.00134699,0.18815305,0.00483006,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,small_budget,clean_budget,0.64479167,0.02183088,0.41531225,0.02250547,0.59688230,0.00316433,0.29001450,0.00269719,0.11015320,0.00111006,0.07326420,0.00090860,0.18897800,0.00095329,0.18177705,0.00258441,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,small_budget,combined_stress,0.41041667,0.03151200,0.12422971,0.03269807,0.58355240,0.00275076,0.34167370,0.00150875,0.12903510,0.00222873,0.08403733,0.00119940,0.19092400,0.00097581,0.21417483,0.00341357,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,small_budget,heldout_mechanism,0.49375000,0.03667430,0.22756341,0.04113506,0.58813940,0.00274310,0.32194590,0.00234485,0.12351464,0.00253173,0.08032100,0.00168595,0.18959280,0.00157187,0.20181687,0.00614066,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,small_budget,heldout_object,0.59895833,0.03578583,0.35399793,0.03760232,0.59017950,0.00172080,0.30470310,0.00149749,0.11528277,0.00169891,0.07601057,0.00149309,0.18987400,0.00096830,0.18751243,0.00438460,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,tiny_budget,clean_budget,0.64270833,0.03334722,0.40818592,0.03625245,0.59556500,0.00168140,0.29195430,0.00146371,0.11419501,0.00113971,0.07317113,0.00214381,0.19384160,0.00182342,0.18135954,0.00542019,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,tiny_budget,combined_stress,0.38333333,0.03218100,0.09301108,0.03407064,0.58252350,0.00172080,0.34506130,0.00202469,0.12924433,0.00103413,0.08435516,0.00196848,0.19915400,0.00096830,0.21578648,0.00453829,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,tiny_budget,heldout_mechanism,0.51041667,0.03921323,0.24221038,0.04158023,0.58573150,0.00174707,0.32535210,0.00234801,0.12322488,0.00183286,0.07983413,0.00194357,0.19543400,0.00098332,0.20022108,0.00529467,10,96
foundation_embedding_filter,contact_grasp_policy,compound_spurious_shift,tiny_budget,heldout_object,0.58020833,0.02935870,0.33027497,0.03139732,0.59279900,0.00170767,0.30881670,0.00202323,0.11815478,0.00135825,0.07603484,0.00186313,0.19538640,0.00181325,0.18877558,0.00411556,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,large_budget,clean_budget,0.69687500,0.02480996,0.48682377,0.02559553,0.60394704,0.00317318,0.27485626,0.00236457,0.10513757,0.00102532,0.06915136,0.00100584,0.17864928,0.00094578,0.17295390,0.00308590,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,large_budget,combined_stress,0.49375000,0.02639292,0.23121194,0.02823978,0.59090554,0.00314672,0.32316086,0.00256422,0.12311929,0.00192327,0.07861199,0.00110742,0.18076008,0.00157868,0.20059067,0.00360706,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,large_budget,heldout_mechanism,0.60520833,0.02862381,0.36596891,0.03078685,0.59691494,0.00274690,0.30345166,0.00234801,0.11596779,0.00122934,0.07350389,0.00113453,0.18024168,0.00179813,0.18471929,0.00363239,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,large_budget,heldout_object,0.68125000,0.03551952,0.45847472,0.03808888,0.59837964,0.00315551,0.28691626,0.00257025,0.10910940,0.00216855,0.07188600,0.00113599,0.17859328,0.00096080,0.17664261,0.00446792,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,medium_budget,clean_budget,0.65208333,0.01831188,0.43524466,0.02023888,0.60051204,0.00235574,0.27399346,0.00202183,0.10792613,0.00134533,0.07140659,0.00162184,0.18304648,0.00158339,0.17981129,0.00309249,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,medium_budget,combined_stress,0.42812500,0.02462257,0.15698010,0.02691441,0.58858284,0.00173394,0.32805386,0.00202621,0.12418558,0.00169087,0.08107769,0.00182771,0.18659328,0.00097581,0.20985324,0.00376263,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,medium_budget,heldout_mechanism,0.57395833,0.03843181,0.32782873,0.04358916,0.59316984,0.00176021,0.30712546,0.00265990,0.11674450,0.00260375,0.07609952,0.00235485,0.18366128,0.00099082,0.19082652,0.00628548,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,medium_budget,heldout_object,0.64375000,0.02649801,0.41432076,0.02865845,0.59801134,0.00172080,0.29228386,0.00149749,0.11126717,0.00151977,0.07263508,0.00184167,0.18394248,0.00157868,0.18093335,0.00392100,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,small_budget,clean_budget,0.66145833,0.03840770,0.44290988,0.04202110,0.60338384,0.00168140,0.27904036,0.00146371,0.10938706,0.00216366,0.07012894,0.00209682,0.18604528,0.00094578,0.17677069,0.00603501,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,small_budget,combined_stress,0.43750000,0.02491242,0.16407781,0.02746504,0.59034234,0.00172080,0.32974616,0.00256422,0.12648423,0.00099355,0.08075513,0.00193626,0.19135768,0.00180819,0.20696244,0.00389627,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,small_budget,heldout_mechanism,0.57812500,0.02199995,0.32977610,0.02553471,0.59355034,0.00174707,0.31003696,0.00266731,0.11685693,0.00146498,0.07577387,0.00210408,0.19083928,0.00098332,0.18955557,0.00454927,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,small_budget,heldout_object,0.63750000,0.02293785,0.40581983,0.02428506,0.59921714,0.00235723,0.29350156,0.00257025,0.11370014,0.00131271,0.07227688,0.00155023,0.18759008,0.00158102,0.17953089,0.00278399,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,tiny_budget,clean_budget,0.64166667,0.02725623,0.41503500,0.02876491,0.59845944,0.00303443,0.28269076,0.00258856,0.11036313,0.00095691,0.07294266,0.00092945,0.19365008,0.00174230,0.18194199,0.00312910,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,tiny_budget,combined_stress,0.44166667,0.03252458,0.16468250,0.03444493,0.58850774,0.00301282,0.33244316,0.00272833,0.12767052,0.00165018,0.08089665,0.00131602,0.19592568,0.00134533,0.20730986,0.00462114,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,tiny_budget,heldout_mechanism,0.52083333,0.02739183,0.26456594,0.02984018,0.59453884,0.00173394,0.31275256,0.00271247,0.12070048,0.00104071,0.07719381,0.00184660,0.19622008,0.00172161,0.19634034,0.00452741,10,96
foundation_embedding_filter,contact_grasp_policy,counterfactual_missing,tiny_budget,heldout_object,0.60416667,0.03837754,0.36483055,0.04093288,0.59542814,0.00316433,0.29572396,0.00269719,0.11407619,0.00213576,0.07512104,0.00097872,0.19504328,0.00095329,0.18699252,0.00442066,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,large_budget,clean_budget,0.77916667,0.02868039,0.61455849,0.03049907,0.62420050,0.00329629,0.22622240,0.00276592,0.09209025,0.00212302,0.06179642,0.00057028,0.17406000,0.00088573,0.15958740,0.00282142,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,large_budget,combined_stress,0.64062500,0.02985925,0.42743833,0.03138354,0.61206550,0.00161572,0.27770520,0.00238234,0.10637205,0.00126941,0.07044777,0.00180317,0.17909000,0.00090825,0.17900594,0.00467985,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,large_budget,heldout_mechanism,0.70833333,0.03133513,0.51678185,0.03322206,0.61824850,0.00164199,0.25574360,0.00260094,0.10054666,0.00133000,0.06626538,0.00184346,0.17707000,0.00092327,0.16847982,0.00416851,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,large_budget,heldout_object,0.75312500,0.04389979,0.57478562,0.04817685,0.61931210,0.00307121,0.23766380,0.00139616,0.09673907,0.00224840,0.06513604,0.00152675,0.17439200,0.00090075,0.16499673,0.00608384,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,medium_budget,clean_budget,0.76458333,0.02656783,0.59731406,0.02882248,0.62536310,0.00279698,0.22809980,0.00275819,0.09510309,0.00220867,0.06139548,0.00085012,0.17628200,0.00089324,0.16005365,0.00316741,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,medium_budget,combined_stress,0.62812500,0.02790278,0.41186186,0.02936088,0.61153900,0.00162885,0.27933540,0.00273512,0.10754740,0.00171639,0.07053023,0.00175781,0.18274800,0.00091576,0.18096338,0.00349635,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,medium_budget,heldout_mechanism,0.67187500,0.02282653,0.47587860,0.02329836,0.61770030,0.00235171,0.25735520,0.00144120,0.10242765,0.00122069,0.06680870,0.00129810,0.18151600,0.00093077,0.17233863,0.00294305,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,medium_budget,heldout_object,0.75625000,0.02674159,0.57518243,0.02940784,0.61933930,0.00321788,0.24096920,0.00140742,0.09782573,0.00186963,0.06527849,0.00116831,0.17756600,0.00090825,0.16452209,0.00387611,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,small_budget,clean_budget,0.76666667,0.03667430,0.59505140,0.03884941,0.62425400,0.00157631,0.23213570,0.00137364,0.09607036,0.00236333,0.06192846,0.00139095,0.18260880,0.00160614,0.16013117,0.00395430,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,0.60416667,0.04544970,0.38006458,0.04812939,0.60791690,0.00278807,0.28121730,0.00140742,0.11017926,0.00195713,0.07335867,0.00125289,0.18603800,0.00090825,0.18647636,0.00564462,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,small_budget,heldout_mechanism,0.65312500,0.02258173,0.44659895,0.02585166,0.61269920,0.00235051,0.26285750,0.00237508,0.10585364,0.00210386,0.06966860,0.00191371,0.18481840,0.00134190,0.17850834,0.00411959,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,small_budget,heldout_object,0.69895833,0.02763592,0.51202950,0.03022105,0.62076630,0.00234734,0.24477770,0.00279269,0.10201480,0.00115694,0.06451664,0.00105934,0.18454160,0.00185431,0.16861523,0.00357938,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,tiny_budget,clean_budget,0.73437500,0.02381944,0.55541065,0.02613376,0.61988750,0.00156317,0.23146190,0.00136238,0.09837630,0.00123059,0.06448754,0.00196392,0.18893160,0.00186997,0.16606336,0.00406493,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,tiny_budget,combined_stress,0.57708333,0.01977128,0.35064905,0.02200574,0.61084230,0.00234734,0.28439250,0.00279269,0.11344042,0.00098060,0.07131299,0.00097232,0.19332600,0.00188360,0.18592540,0.00262777,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,tiny_budget,heldout_mechanism,0.65729167,0.03184098,0.45242761,0.03358819,0.61564630,0.00234938,0.26365010,0.00237869,0.10569795,0.00128150,0.06762533,0.00114922,0.19211880,0.00175498,0.17491028,0.00401635,10,96
foundation_embedding_filter,contact_grasp_policy,iid_mechanisms,tiny_budget,heldout_object,0.71562500,0.02636659,0.52363749,0.02820267,0.61613450,0.00158944,0.24867890,0.00138490,0.10047305,0.00119142,0.06669475,0.00181866,0.19151320,0.00160348,0.16846855,0.00434920,10,96
foundation_embedding_filter,contact_grasp_policy,intervention_gap,large_budget,clean_budget,0.69375000,0.02550041,0.48720722,0.02721774,0.60425082,0.00307121,0.26600171,0.00139616,0.10520861,0.00200768,0.06958457,0.00101553,0.17633024,0.00090075,0.17422756,0.00333740,10,96
foundation_embedding_filter,contact_grasp_policy,intervention_gap,large_budget,combined_stress,0.50729167,0.03497420,0.24940291,0.03807550,0.59434042,0.00319992,0.31939131,0.00142994,0.12147116,0.00161847,0.07812158,0.00138348,0.18103064,0.00183879,0.19909976,0.00478870,10,96
foundation_embedding_filter,contact_grasp_policy,intervention_gap,large_budget,heldout_mechanism,0.58750000,0.03294901,0.34795481,0.03471965,0.59627792,0.00235298,0.29859311,0.00271229,0.11609058,0.00131183,0.07533783,0.00147390,0.17978624,0.00185638,0.18929251,0.00384434,10,96
foundation_embedding_filter,contact_grasp_policy,intervention_gap,large_budget,heldout_object,0.63854167,0.02723073,0.41716909,0.02908871,0.60129372,0.00162885,0.28390091,0.00260718,0.10887982,0.00150463,0.07140878,0.00208748,0.17856624,0.00091576,0.18066908,0.00454562,10,96
foundation_embedding_filter,contact_grasp_policy,intervention_gap,medium_budget,clean_budget,0.69791667,0.02215728,0.48858534,0.02508717,0.60426402,0.00321788,0.26929511,0.00140742,0.10625555,0.00166072,0.06969767,0.00122567,0.18029664,0.00134082,0.17361555,0.00365539,10,96
foundation_embedding_filter,contact_grasp_policy,intervention_gap,medium_budget,combined_stress,0.52083333,0.03715110,0.25848959,0.04095686,0.59126382,0.00304171,0.32243751,0.00237153,0.12206267,0.00174197,0.07947016,0.00148143,0.18563264,0.00183365,0.19924290,0.00526773,10,96
foundation_embedding_filter,contact_grasp_policy,intervention_gap,medium_budget,heldout_mechanism,0.56041667,0.03260990,0.31841497,0.03375353,0.59738172,0.00168140,0.30042011,0.00146371,0.11704170,0.00145207,0.07500368,0.00162560,0.18357544,0.00173812,0.19109314,0.00367114,10,96
