method,task,regime,budget,split,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_causal_mechanism_recall,ci95_causal_mechanism_recall,mean_spurious_dependence_rate,ci95_spurious_dependence_rate,mean_tail_failure_rate,ci95_tail_failure_rate,mean_damage_rate,ci95_damage_rate,mean_selection_cost,ci95_selection_cost,mean_regret,ci95_regret,groups,episodes_per_cell
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,large_budget,heldout_mechanism,0.57187500,0.03645263,0.37914336,0.04023791,0.58992080,0.00236968,0.23068412,0.00156505,0.09347375,0.00218300,0.05882779,0.00207152,0.23227400,0.00101334,0.19770038,0.00549954,10,96
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,large_budget,heldout_object,0.64895833,0.02855902,0.47051831,0.03158365,0.58948500,0.00176021,0.21573872,0.00265990,0.08795972,0.00222497,0.05701483,0.00177310,0.23034000,0.00099082,0.18936993,0.00460743,10,96
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,clean_budget,0.64479167,0.02910519,0.47385016,0.03129412,0.59245950,0.00174707,0.20598416,0.00255226,0.08502725,0.00194163,0.05571830,0.00165703,0.23447400,0.00098332,0.18914354,0.00452072,10,96
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,combined_stress,0.48229167,0.02510687,0.26582775,0.02662174,0.58217810,0.00297072,0.24528192,0.00264518,0.10062396,0.00102327,0.06491926,0.00101127,0.23896240,0.00178316,0.21221750,0.00267987,10,96
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,heldout_mechanism,0.58437500,0.04892906,0.38880503,0.05346845,0.58807900,0.00181275,0.23161496,0.00157631,0.09472172,0.00180941,0.05930122,0.00235604,0.23678120,0.00169755,0.19674432,0.00748991,10,96
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,heldout_object,0.65729167,0.03606944,0.47738785,0.03924299,0.59102000,0.00315533,0.21836336,0.00203115,0.08812506,0.00158358,0.05625679,0.00136942,0.23677680,0.00170948,0.18820055,0.00480630,10,96
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,small_budget,clean_budget,0.63645833,0.04404725,0.46396015,0.04588773,0.59382000,0.00173394,0.20756936,0.00267474,0.08522389,0.00173763,0.05535843,0.00175516,0.24141160,0.00134699,0.18897825,0.00597096,10,96
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,small_budget,combined_stress,0.49375000,0.03016021,0.27366170,0.03159401,0.58102560,0.00297763,0.24831492,0.00265253,0.10204747,0.00106197,0.06526802,0.00102164,0.24446400,0.00181359,0.21112300,0.00375107,10,96
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,small_budget,heldout_mechanism,0.58437500,0.02443375,0.38533054,0.02687739,0.58554750,0.00179962,0.23106476,0.00156505,0.09556481,0.00143439,0.06056970,0.00199174,0.24229520,0.00170150,0.19789990,0.00438822,10,96
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,small_budget,heldout_object,0.61562500,0.02626098,0.42836689,0.02897061,0.58931380,0.00312053,0.21972116,0.00202945,0.09156265,0.00128374,0.05813649,0.00118459,0.24116160,0.00179312,0.19415366,0.00356025,10,96
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,clean_budget,0.60416667,0.02600399,0.42553461,0.02809915,0.59491980,0.00235880,0.20935028,0.00268219,0.08994631,0.00128982,0.05562748,0.00140455,0.24605560,0.00180819,0.19184825,0.00361343,10,96
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,combined_stress,0.46562500,0.02904147,0.24031793,0.03217092,0.57821170,0.00236392,0.25034304,0.00265990,0.10361749,0.00189685,0.06624257,0.00154272,0.24927280,0.00157187,0.21467802,0.00434249,10,96
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,heldout_mechanism,0.53750000,0.02321882,0.33265466,0.02510032,0.58415600,0.00178648,0.23191088,0.00155379,0.09766481,0.00189240,0.06190468,0.00188052,0.24791680,0.00156748,0.20364214,0.00322590,10,96
conformal_shift_guard_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,heldout_object,0.58645833,0.03348582,0.39356775,0.03561655,0.58734690,0.00274690,0.22127468,0.00234801,0.09282949,0.00218056,0.06038746,0.00121351,0.24645440,0.00134788,0.19736475,0.00413997,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,large_budget,clean_budget,0.69895833,0.03213058,0.54303309,0.03414813,0.59892544,0.00300570,0.19324027,0.00149749,0.08040846,0.00228005,0.05316702,0.00099981,0.22996328,0.00096830,0.18263580,0.00373272,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,large_budget,combined_stress,0.56250000,0.03956598,0.36521142,0.04186122,0.58922084,0.00176021,0.23423303,0.00234485,0.09401714,0.00175370,0.06053926,0.00179075,0.23478128,0.00099082,0.19892868,0.00511101,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,large_budget,heldout_mechanism,0.59791667,0.03294901,0.41547923,0.03719627,0.59376444,0.00273566,0.22060327,0.00155379,0.08934070,0.00211583,0.05702064,0.00190818,0.23342528,0.00100583,0.19361701,0.00482126,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,large_budget,heldout_object,0.64375000,0.02868039,0.47626170,0.03050741,0.59695534,0.00174707,0.20516467,0.00266731,0.08441664,0.00097311,0.05466750,0.00185353,0.23196288,0.00134788,0.18749319,0.00418972,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,medium_budget,clean_budget,0.69375000,0.03705123,0.53612618,0.03899784,0.60076984,0.00173394,0.19613011,0.00271247,0.08196732,0.00181972,0.05211752,0.00170582,0.23497608,0.00172161,0.18039410,0.00435524,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,medium_budget,combined_stress,0.55416667,0.05225674,0.35014923,0.05745082,0.58517404,0.00236577,0.23687567,0.00268885,0.09709636,0.00268750,0.06186918,0.00232426,0.23722808,0.00156966,0.20217422,0.00729911,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,medium_budget,heldout_mechanism,0.59270833,0.03110519,0.40666489,0.03263606,0.59249734,0.00179962,0.22082611,0.00156505,0.09142142,0.00203532,0.05817845,0.00161937,0.23585968,0.00135187,0.19519157,0.00372359,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,medium_budget,heldout_object,0.65833333,0.02596834,0.48433974,0.02805665,0.59346224,0.00274310,0.20828191,0.00234485,0.08714279,0.00187511,0.05668908,0.00110963,0.23472608,0.00157187,0.18836226,0.00365718,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,small_budget,clean_budget,0.65104167,0.02939023,0.48711921,0.03102008,0.59865624,0.00300570,0.19713871,0.00256422,0.08519010,0.00213477,0.05296359,0.00122151,0.23912808,0.00157868,0.18616890,0.00396121,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,small_budget,combined_stress,0.52083333,0.02903349,0.31163403,0.02962964,0.58334884,0.00176021,0.23813147,0.00269670,0.09861128,0.00186644,0.06341368,0.00155605,0.24234528,0.00099082,0.20592664,0.00381491,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,small_budget,heldout_mechanism,0.57291667,0.02064227,0.38243406,0.02264953,0.59069384,0.00178648,0.22089991,0.00155379,0.09329798,0.00180248,0.05949202,0.00203741,0.24098928,0.00100583,0.19730212,0.00364503,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,small_budget,heldout_object,0.62500000,0.03456793,0.44674907,0.03630731,0.59248404,0.00236214,0.21026371,0.00234801,0.08836890,0.00186122,0.05711252,0.00161114,0.24032728,0.00098332,0.19170064,0.00483222,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,clean_budget,0.65000000,0.02621685,0.48133499,0.02843274,0.59614894,0.00301282,0.19822903,0.00148623,0.08448638,0.00211096,0.05587375,0.00105209,0.24651328,0.00096080,0.18850303,0.00408388,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,combined_stress,0.48333333,0.02361440,0.26979875,0.02373093,0.58393134,0.00174707,0.24066959,0.00270457,0.09922112,0.00147071,0.06404816,0.00165772,0.24989528,0.00098332,0.20986065,0.00353534,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,heldout_mechanism,0.56041667,0.03345123,0.36683543,0.03396572,0.58989734,0.00177335,0.22225603,0.00154253,0.09392571,0.00116185,0.05966869,0.00141567,0.24775128,0.00099833,0.19925517,0.00446423,10,96
conformal_shift_guard_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,heldout_object,0.64270833,0.02790278,0.46500025,0.03066898,0.59251284,0.00173394,0.21112663,0.00267474,0.08694244,0.00112151,0.05628452,0.00204071,0.24836128,0.00097581,0.18843873,0.00520624,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,large_budget,clean_budget,0.73020833,0.01679470,0.61335670,0.01752328,0.62285810,0.00278807,0.15596348,0.00238234,0.07142636,0.00092997,0.04447917,0.00095966,0.22587560,0.00184912,0.17262711,0.00215595,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,large_budget,combined_stress,0.62916667,0.02438631,0.47089071,0.02529073,0.60985790,0.00304171,0.19893384,0.00144120,0.08216449,0.00106218,0.05239568,0.00101718,0.23121160,0.00134250,0.18836758,0.00290442,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,large_budget,heldout_mechanism,0.69270833,0.03137206,0.54898196,0.03393220,0.61177370,0.00235432,0.18065048,0.00236457,0.07816747,0.00149400,0.05162861,0.00161917,0.22835400,0.00185097,0.18074187,0.00476633,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,large_budget,heldout_object,0.71875000,0.03028281,0.58733904,0.03250538,0.61456350,0.00164199,0.16967048,0.00260094,0.07377738,0.00197509,0.04871441,0.00192604,0.22586200,0.00092327,0.17695527,0.00406509,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,medium_budget,clean_budget,0.74166667,0.02431022,0.62358343,0.02684410,0.62229660,0.00278371,0.15679112,0.00141868,0.07103206,0.00139808,0.04480216,0.00126255,0.23031400,0.00187266,0.17155566,0.00364131,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,medium_budget,combined_stress,0.63750000,0.02978937,0.47514894,0.03143767,0.60760730,0.00318207,0.19951428,0.00271229,0.08329054,0.00106620,0.05429769,0.00098484,0.23468480,0.00174230,0.18961378,0.00347055,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,medium_budget,heldout_mechanism,0.66354167,0.03376132,0.51603293,0.03598687,0.61370350,0.00169453,0.18481412,0.00147497,0.07974189,0.00166969,0.05108302,0.00185300,0.23181480,0.00158339,0.18349201,0.00509438,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,medium_budget,heldout_object,0.72708333,0.03572755,0.59621041,0.03929954,0.61566800,0.00165512,0.16832432,0.00237153,0.07354582,0.00240248,0.04841549,0.00206246,0.23045200,0.00093077,0.17529312,0.00558687,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,small_budget,clean_budget,0.71041667,0.02126124,0.58494983,0.02174682,0.61900350,0.00161572,0.16159112,0.00261345,0.07097996,0.00125880,0.04704094,0.00187270,0.23699360,0.00134082,0.17613476,0.00346225,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,small_budget,combined_stress,0.60937500,0.02743407,0.44357180,0.03000489,0.60740400,0.00165512,0.19975908,0.00201799,0.08473720,0.00215880,0.05505215,0.00197859,0.23912800,0.00093077,0.19078373,0.00474751,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,small_budget,heldout_mechanism,0.68645833,0.03926635,0.53851328,0.04226584,0.61212120,0.00317318,0.18627812,0.00258242,0.07811522,0.00199473,0.05076867,0.00131370,0.23947200,0.00094578,0.18147958,0.00513022,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,small_budget,heldout_object,0.70312500,0.02743407,0.56594214,0.02895990,0.61491100,0.00324866,0.17289692,0.00142994,0.07631633,0.00116111,0.04893587,0.00106968,0.23698000,0.00186722,0.17886540,0.00339964,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,clean_budget,0.71875000,0.02415733,0.58881157,0.02653390,0.61705410,0.00307121,0.16195904,0.00139616,0.07268754,0.00217372,0.04863202,0.00102416,0.24149600,0.00090075,0.17783225,0.00327323,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,combined_stress,0.61250000,0.01944056,0.44093127,0.02154485,0.60574300,0.00324866,0.20517660,0.00142994,0.08695771,0.00124896,0.05542264,0.00117318,0.24539600,0.00186722,0.19255819,0.00299254,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,heldout_mechanism,0.65208333,0.03046579,0.49632656,0.03306701,0.60768050,0.00166826,0.18571124,0.00236802,0.08204613,0.00188176,0.05342227,0.00176655,0.24335120,0.00174230,0.18671355,0.00450708,10,96
conformal_shift_guard_selector,contact_grasp_policy,iid_mechanisms,tiny_budget,heldout_object,0.67812500,0.01733748,0.53787308,0.01972459,0.61409700,0.00162885,0.17303744,0.00273512,0.07566207,0.00157671,0.05002915,0.00200068,0.24373200,0.00091576,0.18117453,0.00348019,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,large_budget,clean_budget,0.69270833,0.01930908,0.53896291,0.02018582,0.59985922,0.00164199,0.19094876,0.00272749,0.08038224,0.00195727,0.05252798,0.00158208,0.22800424,0.00092327,0.18199726,0.00301816,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,large_budget,combined_stress,0.54687500,0.01646044,0.35123337,0.01740408,0.59328572,0.00168140,0.23342472,0.00146371,0.09451693,0.00184310,0.05951523,0.00155965,0.23221024,0.00094578,0.20062420,0.00286405,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,large_budget,heldout_mechanism,0.59687500,0.03362385,0.41626484,0.03556640,0.59235672,0.00170767,0.21510416,0.00148623,0.08849875,0.00135211,0.05804477,0.00165928,0.23252944,0.00158102,0.19558384,0.00384876,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,large_budget,heldout_object,0.68125000,0.02890559,0.51803455,0.03199878,0.59909872,0.00322978,0.20270936,0.00258856,0.08296250,0.00149894,0.05384354,0.00133555,0.23149544,0.00158822,0.18432822,0.00425071,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,medium_budget,clean_budget,0.69166667,0.02906538,0.53666952,0.03165461,0.60094972,0.00165512,0.19079120,0.00237153,0.08126951,0.00213867,0.05247833,0.00209673,0.23258624,0.00093077,0.18157129,0.00477595,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,medium_budget,combined_stress,0.53958333,0.03145315,0.34078955,0.03358813,0.58988572,0.00321101,0.23181936,0.00257632,0.09457148,0.00190908,0.06093806,0.00085782,0.23822824,0.00095329,0.20380823,0.00349513,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,medium_budget,heldout_mechanism,0.61979167,0.01954747,0.43987779,0.02072856,0.59593852,0.00235880,0.21588140,0.00268219,0.09092678,0.00119907,0.05589514,0.00139958,0.23613384,0.00180819,0.19009523,0.00289429,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,medium_budget,heldout_object,0.67083333,0.02969594,0.50335509,0.03240097,0.59625242,0.00235432,0.20157860,0.00202049,0.08504603,0.00123389,0.05576930,0.00179390,0.23542864,0.00182342,0.18540220,0.00415406,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,small_budget,clean_budget,0.67812500,0.01982976,0.51781703,0.01961984,0.60040272,0.00324866,0.19554380,0.00142994,0.08305395,0.00077062,0.05287530,0.00084015,0.23923424,0.00186722,0.18398410,0.00191323,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,small_budget,combined_stress,0.53541667,0.02874491,0.33137649,0.03044195,0.58682572,0.00168140,0.23321736,0.00146371,0.09771280,0.00144995,0.06215250,0.00163467,0.24263984,0.00182342,0.20333202,0.00340466,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,small_budget,heldout_mechanism,0.59479167,0.03926635,0.40956441,0.04185927,0.59290022,0.00320166,0.21729800,0.00235780,0.09070421,0.00179977,0.05809589,0.00124526,0.24135824,0.00096080,0.19593465,0.00510226,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,small_budget,heldout_object,0.59479167,0.02926389,0.42114240,0.03252381,0.59964222,0.00166826,0.20610380,0.00145246,0.08774483,0.00247039,0.05558963,0.00195275,0.24032424,0.00093828,0.19301167,0.00384536,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,tiny_budget,clean_budget,0.63958333,0.02969594,0.47620040,0.03111164,0.60006472,0.00162885,0.19489172,0.00260718,0.08304783,0.00169628,0.05370854,0.00190021,0.24625824,0.00091576,0.18724191,0.00347163,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,tiny_budget,combined_stress,0.52916667,0.04583530,0.32299384,0.04880694,0.58817682,0.00277093,0.23881548,0.00145246,0.09714023,0.00185743,0.06104701,0.00170044,0.24902824,0.00093828,0.20310054,0.00594653,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,tiny_budget,heldout_mechanism,0.56354167,0.03198611,0.37161160,0.03398901,0.58867022,0.00169453,0.21931292,0.00147497,0.09235868,0.00127150,0.05992312,0.00160152,0.24855944,0.00158339,0.19991479,0.00492174,10,96
conformal_shift_guard_selector,contact_grasp_policy,intervention_gap,tiny_budget,heldout_object,0.61666667,0.02900157,0.43765535,0.03085342,0.59483682,0.00304171,0.20762552,0.00271987,0.08905881,0.00084207,0.05770331,0.00082642,0.24639624,0.00186179,0.19318770,0.00456261,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,large_budget,clean_budget,0.72500000,0.02419564,0.58938080,0.02444221,0.61069182,0.00161572,0.17620546,0.00201472,0.07339445,0.00143544,0.04907929,0.00146879,0.22876344,0.00090825,0.17637074,0.00249109,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,large_budget,combined_stress,0.63541667,0.03073822,0.46102986,0.03225433,0.59909232,0.00165512,0.21317282,0.00237153,0.08756271,0.00202328,0.05608689,0.00201726,0.23009744,0.00093077,0.18961535,0.00428622,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,large_budget,heldout_mechanism,0.67604167,0.03035156,0.51881678,0.03276190,0.60661092,0.00276678,0.19969186,0.00236457,0.08203448,0.00214201,0.05172489,0.00100892,0.23044144,0.00094578,0.18263877,0.00368762,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,large_budget,heldout_object,0.69166667,0.03742437,0.54659479,0.03888095,0.60940072,0.00304902,0.18511006,0.00142994,0.07862042,0.00101045,0.04979233,0.00087734,0.22955024,0.00175073,0.17999865,0.00404629,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,medium_budget,clean_budget,0.70000000,0.01769444,0.55987888,0.01899637,0.61013032,0.00162885,0.17703310,0.00260718,0.07569470,0.00174921,0.05022020,0.00184368,0.23240144,0.00091576,0.17883546,0.00290857,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,medium_budget,combined_stress,0.58854167,0.02178841,0.40912862,0.02237049,0.60104382,0.00166826,0.21615446,0.00145246,0.08963586,0.00171497,0.05668150,0.00164685,0.23517144,0.00093828,0.19448185,0.00198964,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,medium_budget,heldout_mechanism,0.64895833,0.02740029,0.48576804,0.03044107,0.60293792,0.00301998,0.19905310,0.00236116,0.08256351,0.00155521,0.05499464,0.00138783,0.23550304,0.00134456,0.18808568,0.00360904,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,medium_budget,heldout_object,0.68750000,0.01291263,0.53705065,0.01458475,0.60770382,0.00323921,0.18856630,0.00201799,0.07974676,0.00102947,0.05148712,0.00104025,0.23333984,0.00183365,0.18224714,0.00209937,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,small_budget,clean_budget,0.72291667,0.02890559,0.58181307,0.03051148,0.60963862,0.00321788,0.17703070,0.00140742,0.07703671,0.00221906,0.04988037,0.00085024,0.23587944,0.00090825,0.17767054,0.00324548,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,small_budget,combined_stress,0.57291667,0.02215728,0.38608625,0.02307690,0.59663842,0.00304171,0.21880046,0.00259473,0.09159916,0.00082071,0.05888598,0.00086064,0.24121544,0.00186179,0.19946143,0.00240114,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,small_budget,heldout_mechanism,0.63541667,0.02966473,0.46747870,0.03137544,0.60275632,0.00168140,0.20171770,0.00146371,0.08607821,0.00141935,0.05486623,0.00183557,0.23915824,0.00158579,0.18875374,0.00449591,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,small_budget,heldout_object,0.66458333,0.02851844,0.51120430,0.03100676,0.60694682,0.00164199,0.18713590,0.00237508,0.08065710,0.00205151,0.05256949,0.00193114,0.23906744,0.00092327,0.18331167,0.00436635,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,tiny_budget,clean_budget,0.66770833,0.03529060,0.52098100,0.03780826,0.61189132,0.00160258,0.17979982,0.00279269,0.07994138,0.00145627,0.05032905,0.00167936,0.24278304,0.00185431,0.18200232,0.00552274,10,96
conformal_shift_guard_selector,contact_grasp_policy,material_shift,tiny_budget,combined_stress,0.57083333,0.02802699,0.38395709,0.03022876,0.59777882,0.00164199,0.21821498,0.00201684,0.09134661,0.00191175,0.05829339,0.00181630,0.24748344,0.00092327,0.19732832,0.00403165,10,96
